Id,X,Y,Z,Type,Error
582,87502.23741,10268.44872,8873.870308,0,0
583,80222.4027,56403.35054,7760.458633,0,1
584,65389.96938,70581.51716,2198.665293,0,0
585,71206.76272,25836.32889,3326.862455,1,0
586,23188.92332,7723.493303,532.9121192,0,0
587,94322.89688,88774.51594,6826.471718,0,0
588,48889.14562,32753.45961,3645.151356,0,0
589,77571.9616,82344.04175,7839.472412,0,0
590,19377.50078,84374.6264,3890.694342,0,0
591,7256.639724,70757.28824,6921.973142,1,1
592,50659.9671,85773.92272,5416.835757,1,1
593,90623.45864,38350.97463,3487.81842,0,0
594,80683.92343,60047.49729,4756.447638,0,0
595,49229.91746,31053.23868,607.890042,0,0
596,24831.33892,78179.34496,506.2398456,1,0
597,57299.30288,92847.76391,3305.288348,1,0
598,55822.00247,64332.30153,9852.154819,1,0
599,58144.69887,90083.80941,4020.460808,1,1
600,11142.64244,27456.82292,3734.448203,1,1
601,69039.46423,78513.86624,2994.73596,0,1
602,96049.1995,90302.44169,3010.968959,0,0
603,34066.54582,71469.90904,9008.156443,1,0
604,91120.30394,80297.33421,9159.359876,0,0
605,72757.60384,97745.63729,2797.394034,1,0
606,42597.66085,82079.41487,3030.29508,0,0
607,36706.4684,58334.9113,7953.281836,0,0
608,45789.20149,21191.20791,440.0018719,1,0
609,94917.73486,82958.72532,6169.657707,0,0
610,14870.60168,95939.17336,8248.836185,0,0
611,93009.56745,4549.33326,7882.608297,1,0
612,100000,59652.34338,5022.001164,4,0
